LST_Celsius,NDBI,NDVI,QA_PIXEL,QA_RADSAT,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,Latitude,Longitude
29.45581880000003,0.21977200973658212,-0.2991123619831132,21952,0,0.008573749999999991,0.02570625,0.06378,0.03750374999999999,0.020233749999999995,0.031632499999999994,0.0293225,224,7111.0,302.6058188,796.5,1197.0,9880.0,0,215.0,9523.0,2561.5,19.03265084040451,72.76717619058194
35.26987082000005,-0.32626938396689725,0.11278390655418558,21824,0,0.0373525,0.0504975,0.07720000000000002,0.08545,0.10717499999999999,0.05444375000000001,0.028772500000000006,192,7146.0,308.41987082,1011.5,1187.5,9815.0,82,213.5,10221.5,2527.5,18.917846147094036,72.95663088400273
29.529306229999975,0.28786721653683583,-0.28746816097809463,21952,0,-0.0007762500000000061,0.016149999999999998,0.056217500000000004,0.03159125,0.017483750000000006,0.03161874999999999,0.030230000000000007,224,7114.5,302.67930622999995,728.5,1196.0,9880.0,0,219.5,9562.0,2559.0,19.069841093167057,72.77337456604235
40.207200709999995,-0.035180231162328,0.4171053635461967,21824,0,0.042385000000000006,0.047403749999999995,0.061387499999999984,0.06207499999999999,0.15091374999999999,0.14065625,0.08964375000000002,96,7147.5,313.35720071,970.5,1187.5,9637.0,149,233.0,10446.0,2526.5,18.941022681424318,72.95231897063897
37.56165323000005,-0.08545296422603747,0.2807006756185484,21824,0,0.061992500000000006,0.07182374999999999,0.10595125,0.11697874999999999,0.20827874999999998,0.175485,0.13284625,128,7139.0,310.71165323,753.0,1189.0,9748.0,47,220.5,10243.5,2538.5,19.112151743049086,72.83967023401037
50.42195348000001,0.07143698642240752,0.1394417991091193,21824,0,0.05992999999999998,0.07566,0.10479624999999998,0.119055,0.15763749999999999,0.1818925,0.1597,145,7157.5,323.57195348,1136.5,1184.0,9625.0,171,254.0,11595.5,2524.0,19.107300840514842,72.89410814022801
29.756604560000028,-0.07933349912956977,-0.38323294380008077,21952,0,0.04117499999999999,0.056520000000000015,0.08692125,0.07908374999999998,0.0352625,0.03007875,0.02562375,192,7121.5,302.90660456,868.5,1194.5,9880.0,0,215.5,9614.5,2553.5,19.196773042813145,72.77580001730948
29.55835940000003,-0.11708147034384547,-0.21895619216245008,21952,0,0.036610000000000004,0.04989249999999999,0.07509625,0.05507625000000001,0.03529,0.027892499999999987,0.0219525,224,7126.0,302.7083594,723.5,1192.5,9880.0,0,224.5,9584.5,2549.5,19.08789723037786,72.80274947583307
29.630137820000073,0.21512181195279803,-0.23902011441225335,21952,0,0.0030599999999999933,0.018391249999999984,0.05826624999999999,0.03357125,0.02061874999999999,0.03192125,0.029954999999999996,224,7112.5,302.78013782000005,721.5,1196.5,9880.0,0,218.5,9565.0,2560.5,19.064181706877104,72.76879315809335
29.496835040000008,0.30410052910052926,-0.3946089007796094,21952,0,0.003720000000000001,0.017827499999999996,0.05500749999999999,0.03029875,0.013152499999999998,0.024647500000000003,0.023121249999999996,224,7109.5,302.64683504,626.5,1197.5,9880.0,0,222.0,9559.5,2563.0,19.109726291781964,72.75424045049061
40.42937201000001,-0.08664964976849106,0.41774416524355534,21824,0,0.046482499999999996,0.059503749999999994,0.091005,0.093975,0.22882125,0.19232875,0.14069749999999998,192,7154.0,313.57937201,1046.0,1185.0,9689.0,99,224.5,10550.5,2526.5,19.111073764708145,72.88467582974476
30.014665070000035,0.11515679021300249,-0.39694832586343276,21952,0,0.022144999999999998,0.038535,0.0722225,0.05298625000000001,0.022873749999999998,0.028827499999999992,0.025417499999999996,226,7087.5,303.16466507,741.5,1204.0,9880.0,0,217.5,9584.5,2575.0,18.96743315077743,72.79709008954312
29.734387430000027,0.03943818148216622,-0.25272450182591955,21952,0,0.0190925,0.03511125,0.07368000000000002,0.05445749999999999,0.032484999999999986,0.0351525,0.03171500000000001,208,7127.5,302.88438743,714.0,1192.5,9880.0,0,220.0,9593.5,2548.5,19.064990190632813,72.80840886212302
39.944013170000005,-0.030971864064921806,0.28783882040616177,21824,0,0.06518249999999998,0.0751375,0.09788,0.10529125,0.19040375,0.17896375,0.13790625,96,7140.0,313.09401317,733.5,1189.5,9689.0,136,237.5,10438.0,2538.5,19.102449937980598,72.84182619069226
41.44452395000002,0.06404497647518516,0.17792408355685613,21824,0,0.058664999999999995,0.07553625,0.10557999999999998,0.12642499999999998,0.18115,0.20594125000000002,0.18050375,192,7138.0,314.59452395,1068.0,1189.5,9726.0,92,215.0,10583.5,2540.5,19.202432429103098,72.82889045060094
31.263951380000037,-0.04237208515755643,-0.22343389094981442,21952,0,0.01610874999999999,0.03024375,0.06648874999999999,0.05462249999999999,0.03467125,0.031852500000000006,0.02803,224,7168.5,304.41395138,1404.5,1181.0,9880.0,0,205.0,9715.0,2509.5,18.998964017250028,72.98546680462297
38.14442564000001,0.00124467242484819,0.4723926380368097,21824,0,0.04575375000000001,0.0539075,0.07977124999999999,0.08895625000000001,0.24825,0.24886875,0.16117125000000002,128,7393.0,311.29442564,1410.0,1084.5,9799.0,109,216.0,10448.0,2291.0,19.181142356869465,72.90461842905222
